Gene,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8
SAP25,0,0,0,0,0,0,0,0
SAP30,0,0,0,0,0,0,0,0
SAP30BP,0,0,0,0,0,0,0,0
SAP30L,0,0,0,0,0,0,0,0
SAP30L-AS1,0,0,0,0,0,0,0,0
SAPCD2,0,0,0,0,0,0,0,0
SAR1A,0,0,0,0,0,0,0,0
SAR1B,0,0,0,0,0,0,0,0
SARDH,0,0,0,0,0,0,0,0
SARM1,0,0,0,0,0,0,0,0
SARNP,0,0,0,0,0,0,0,0
SARS,0,0,0,0,0,0,0,0
SARS2,0,0,0,0,0,0,0,0
SART1,0,0,0,0,0,0,0,0
SART3,0,0,0,0,0,0,0,0
SASH1,0,0,0,0,0,0,0,0
SASH3,0,0,0,0,0,0,0,0
SASS6,0,0,0,0,0,0,0,0
SAT1,0,0,0,0,0,3,0,0
SAT2,0,0,0,0,0,0,0,0
SATB1,0,0,0,0,0,1,0,0
SATB2,0,0,0,0,0,0,0,0
SATB2-AS1,0,0,0,0,0,0,0,0
SATL1,0,0,0,0,0,0,0,0
SAV1,0,0,0,0,0,0,0,0
SAYSD1,0,0,0,0,0,0,0,0
SBDS,0,1,0,0,1,0,0,0
SBDSP1,0,0,0,0,0,0,0,0
SBF1,0,0,0,0,0,0,0,0
SBF1P1,0,0,0,0,0,0,0,0
SBF2,0,0,0,1,0,0,0,0
SBF2-AS1,0,0,0,0,0,0,0,0
SBK1,0,0,0,0,0,0,0,0
SBK2,0,0,0,0,0,0,0,0
SBNO1,0,0,0,0,0,0,0,0
SBNO2,0,0,0,0,0,0,0,0
SBP1,0,0,0,0,0,0,0,0
SBSN,0,0,0,0,0,0,0,0
SBSPON,0,0,0,0,0,0,0,0
SC5D,0,0,0,0,0,0,0,0
SCAF1,0,0,0,0,0,0,0,0
SCAF11,0,0,0,0,0,0,0,0
SCAF4,0,0,0,4,0,0,0,0
SCAF8,0,0,0,0,0,0,0,0
SCAI,0,0,0,0,0,0,0,0
SCAMP1,0,0,0,0,0,0,0,0
SCAMP2,0,0,0,0,0,0,0,0
SCAMP3,0,0,0,0,0,0,0,0
SCAMP4,0,0,0,0,0,0,0,0
SCAMP5,0,0,0,0,0,0,0,0
SCAND1,0,0,0,0,0,0,0,0
SCAND2P,0,0,0,0,0,0,0,0
SCAND3,0,0,0,2,0,0,0,0
SCAP,0,0,0,0,0,0,0,0
SCAPER,14,10,72,59,50,31,72,12
SCARA3,0,0,0,0,0,0,0,0
SCARA5,0,0,0,0,0,0,0,0
SCARB1,0,0,0,0,0,0,0,0
SCARB2,0,0,0,0,1,0,0,0
SCARF1,0,0,0,0,0,0,0,0
SCARF2,0,0,1,2,0,0,0,0
SCARNA1,0,0,0,1,0,0,2,0
SCARNA10,0,6,6,2,0,1,6,0
SCARNA11,0,0,0,0,0,0,0,0
SCARNA12,0,0,0,0,1,1,0,0
SCARNA14,0,0,0,0,0,0,0,0
SCARNA15,0,1,1,1,0,0,0,0
SCARNA16,0,0,0,0,0,0,0,0
SCARNA17,0,0,0,0,0,0,0,0
SCARNA18,0,0,0,0,0,0,0,0
SCARNA2,1,17,16,4,8,40,13,18
SCARNA20,22,224,3755,516,1084,1902,3116,842
SCARNA21,1,3,0,1,0,9,2,16
SCARNA22,0,0,0,0,0,0,0,0
SCARNA23,0,0,0,0,0,0,0,0
SCARNA27,1,2,1,25,1,10,4,3
SCARNA3,0,0,0,0,0,0,0,0
SCARNA5,0,0,0,0,0,0,0,0
SCARNA6,0,0,3,3,1,1,1,0
SCARNA7,0,0,0,6,0,0,0,0
SCARNA8,12,27,65,55,26,33,33,17
SCARNA9,1,11,8,8,7,6,14,4
SCARNA9L,355,2225,5122,1915,2829,5742,4233,2860
SCCPDH,638,2194,7353,4134,4351,6913,5257,3564
SCD,502,3848,14611,6366,6911,9858,8717,4686
SCD5,6,47,427,174,193,210,268,118
SCEL,0,0,0,1,0,0,0,0
SCFD1,0,0,1,0,3,4,2,2
SCFD2,0,0,0,0,0,0,1,0
SCG2,0,0,0,0,0,3,0,0
SCG5,0,0,0,0,0,0,0,0
SCGB1A1,0,0,0,0,0,0,0,0
SCGB1B2P,0,0,0,0,0,0,0,0
SCGB1C1,0,0,0,0,0,0,0,0
SCGB1D1,0,0,0,0,0,0,0,0
SCGB1D2,0,0,0,0,0,0,0,0
SCGB2A1,0,0,15,0,2,1,3,0
SCGB2A2,2,37,931,128,220,275,706,155
SCGB2B2,0,5,5,3,2,10,4,5
SCGB3A1,0,0,3,0,0,0,0,0
SCGB3A2,2,4,7,6,2,35,6,20
SCGN,0,0,0,3,0,0,0,0
SCHIP1,0,0,0,0,0,0,0,0
SChLAP1,0,0,0,0,0,0,0,0
SCIMP,0,0,0,26,0,2,0,0
SCIN,0,21,3,18,1,26,10,21
SCLT1,0,0,0,0,0,0,0,0
SCLY,0,0,0,13,0,0,1,1
SCMH1,0,0,0,0,0,0,0,0
SCML1,0,1,0,2,0,1,0,0
SCML2,0,0,0,0,0,1,0,0
SCML4,0,0,0,0,0,0,0,0
SCN10A,0,0,0,0,0,0,0,0
SCN11A,0,0,0,0,0,0,0,0
SCN1A,0,0,1,7,0,1,2,0
SCN1B,0,0,0,1,0,0,0,0
SCN2A,0,0,0,1,0,0,0,0
SCN2B,0,0,0,0,0,0,0,0
SCN3A,0,0,0,4,0,0,2,0
SCN3B,0,0,0,0,0,0,0,0
SCN4A,0,0,0,23,0,0,0,0
SCN4B,0,0,0,0,0,0,0,0
SCN5A,0,0,0,11,0,1,0,1
SCN7A,0,0,0,29,0,0,0,0
SCN8A,17,5,36,44,33,18,29,4
SCN9A,3,0,15,16,16,9,12,3
SCNM1,0,0,0,1,0,1,0,0
SCNN1A,0,0,0,0,0,0,0,0
SCNN1D,0,0,6,70,12,16,9,11
SCNN1G,0,0,0,0,0,0,0,0
SCO1,0,0,0,0,0,0,0,0
SCO2,0,0,0,0,0,0,0,0
SCOC,0,0,0,0,0,0,0,0
SCP2,0,0,0,0,0,0,0,0
SCP2D1,0,0,0,0,0,0,0,0
SCPEP1,0,0,0,1,0,1,0,1
SCRG1,0,0,0,16,0,5,0,4
SCRIB,0,0,0,1,0,0,0,0
SCRN1,0,0,0,0,0,0,0,0
SCRN2,0,0,0,0,0,0,0,0
SCRN3,0,0,0,0,0,0,0,0
SCRT1,0,0,0,0,0,0,0,0
SCRT2,0,0,0,0,0,0,0,0
SCT,0,0,0,0,0,0,0,0
SCTR,0,0,0,4,0,0,0,0
SCUBE1,0,0,0,0,0,0,0,0
SCUBE2,0,0,0,0,0,0,0,0
SCXB,0,0,0,0,0,0,0,0
SCYL1,0,0,0,8,0,0,0,0
SCYL2,0,0,0,0,0,0,0,0
SCYL3,0,0,0,0,0,0,0,0
SDAD1,0,0,0,0,0,0,0,0
SDC1,0,0,0,0,0,0,0,0
SDC2,0,0,0,0,0,0,0,0
SDC3,0,0,0,0,0,0,0,0
SDC4,0,0,0,0,0,0,0,0
SDCBP,0,0,0,0,0,0,0,0
SDCBP2,0,0,0,0,0,0,0,0
SDCBP2-AS1,0,0,0,0,0,0,0,0
SDCCAG3,0,0,0,0,0,0,0,0
SDCCAG8,0,0,0,0,0,0,0,0
SDE2,0,0,0,0,0,0,0,0
SDF2,0,0,0,0,0,0,0,0
SDF2L1,0,0,0,0,0,0,0,0
SDF4,0,0,0,0,0,0,0,0
SDHA,0,0,0,0,0,0,0,0
SDHAF1,0,0,0,0,0,0,0,0
SDHAF2,0,0,0,0,0,0,0,0
SDHAP1,0,0,0,0,0,0,0,0
SDHAP2,0,0,0,0,0,0,0,0
SDHAP3,0,0,0,8,0,0,0,0
SDHB,0,0,0,0,0,0,0,0
SDHC,0,0,0,1,0,0,0,0
SDHD,0,0,0,0,0,0,0,0
SDK1,0,0,0,0,0,0,0,0
SDPR,0,0,0,0,0,0,0,0
SDR16C5,0,0,0,0,0,0,0,0
SDR39U1,0,0,0,0,0,0,0,0
SDR42E1,0,0,0,0,0,0,0,0
SDR9C7,0,0,0,0,0,0,0,0
SDS,0,0,0,0,0,0,0,0
SDSL,0,0,0,0,0,0,0,0
SEC11A,0,0,0,0,0,0,0,0
SEC11C,0,0,0,0,0,0,0,0
SEC13,0,0,0,0,0,0,0,0
SEC14L1,0,0,0,0,0,0,0,0
SEC14L1P1,0,0,0,0,0,0,0,0
SEC14L2,0,0,0,0,0,0,0,0
SEC14L3,0,0,0,0,0,0,0,0
SEC14L4,0,0,0,0,0,0,0,0
SEC14L5,0,0,0,0,0,0,0,0
SEC14L6,0,0,0,0,0,0,0,0
SEC16A,0,0,0,0,0,0,0,0
SEC16B,0,0,0,0,0,0,0,0
SEC1P,0,0,0,0,0,0,0,0
SEC22A,0,0,0,0,0,0,0,0
SEC22B,0,0,0,0,0,0,0,0
SEC22C,0,0,0,0,0,0,0,0
SEC23A,0,0,0,0,0,0,0,0
SEC23B,0,0,0,0,0,0,0,0
SEC23IP,0,0,0,0,0,0,0,0
SEC24A,0,0,0,0,0,0,0,0
SEC24B,0,0,0,0,0,0,0,0
SEC24B-AS1,0,0,0,0,0,0,0,0
SEC24C,0,0,0,0,0,0,0,0
SEC24D,0,0,0,0,0,0,0,0
SEC31A,0,0,0,0,0,0,0,0
SEC31B,0,0,0,0,0,0,0,0
SEC61A1,0,0,0,0,0,0,0,0
SEC61A2,0,0,0,0,0,0,0,0
SEC61B,0,0,0,0,0,0,0,0
SEC61G,0,0,0,0,0,0,0,0
SEC62,0,0,0,0,0,0,0,0
SEC63,0,0,0,0,0,0,0,0
SECISBP2,0,0,0,0,0,0,0,0
SECISBP2L,0,0,0,0,0,0,0,0
SECTM1,0,0,0,0,0,0,0,0
SEH1L,0,0,0,0,0,0,0,0
SEL1L,0,0,0,0,0,0,0,0
SEL1L2,0,0,1,19,1,1,4,1
SEL1L3,0,0,0,0,0,0,0,0
SELE,0,0,0,0,0,0,0,0
SELENBP1,0,0,0,0,0,0,0,0
SELK,0,0,0,0,0,0,0,0
SELL,0,0,0,0,0,0,0,0
SELM,324,1183,6459,3193,4216,4842,5715,2358
SELO,0,0,0,1,2,0,1,0
SELP,0,0,2,6,0,1,0,0
SELRC1,0,0,0,0,0,0,0,0
SELT,0,0,0,23,0,0,0,0
SELV,0,0,0,1,0,0,0,0
SEMA3A,0,0,0,0,0,0,0,0
SEMA3B,0,0,0,0,0,0,0,0
SEMA3C,0,0,0,0,0,0,0,0
SEMA3D,0,0,1,11,0,0,0,0
SEMA3E,0,0,1,4,1,0,0,1
SEMA3F,0,0,0,0,0,0,0,0
SEMA3G,0,0,0,0,0,0,0,0
SEMA4A,0,0,0,0,0,0,0,0
SEMA4B,0,0,0,0,0,0,0,0
SEMA4C,0,0,0,6,0,0,0,0
SEMA4D,0,0,0,0,0,0,0,0
SEMA4F,0,0,0,0,0,0,0,0
SEMA4G,0,0,0,5,0,0,0,0
SEMA5A,0,0,0,1,0,0,0,0
SEMA5B,0,0,0,0,0,0,0,0
SEMA6A,0,0,0,26,1,4,0,0
SEMA6B,0,0,0,3,0,0,0,0
SEMA6C,0,0,0,0,0,0,0,0
SEMA6D,0,0,0,0,0,0,0,0
SEMA7A,0,0,0,0,0,0,0,0
SEMG1,0,0,0,1,0,0,0,0
SEMG2,0,0,0,0,0,0,0,0
SENP1,0,0,0,1,0,0,0,0
SENP2,0,0,0,0,0,0,0,0
SENP3,0,0,0,0,0,0,0,0
SENP3-EIF4A1,0,0,0,0,0,0,0,0
SENP5,0,0,0,0,0,0,0,0
SENP6,0,0,15,6,7,0,6,2
SENP7,0,0,0,0,0,0,0,0
SENP8,0,0,0,0,0,0,0,0
15-Sep,80,1207,8761,1285,2903,4768,5909,2471
SEPHS1,0,0,0,2,0,0,0,0
SEPHS2,0,0,0,0,0,0,0,0
SEPN1,0,0,0,0,0,0,0,0
SEPP1,0,0,0,0,0,1,1,0
SEPSECS,0,0,0,3,0,0,0,0
10-Sep,0,0,0,17,0,0,0,0
11-Sep,0,0,0,0,0,0,0,0
12-Sep,0,0,0,0,0,0,0,0
14-Sep,0,0,0,0,0,0,0,0
2-Sep,0,0,0,0,0,0,0,0
3-Sep,0,0,0,0,0,0,0,0
4-Sep,0,0,0,0,0,0,0,0
SEPT5-GP1BB,0,0,0,0,0,0,0,0
6-Sep,0,0,0,0,0,0,0,0
7-Sep,0,0,0,0,0,0,0,0
SEPT7P2,0,0,0,0,0,0,0,0
SEPT7P9,0,0,0,0,0,0,0,0
8-Sep,0,0,0,0,0,0,0,0
9-Sep,0,0,0,0,0,0,0,0
SEPW1,0,0,0,0,0,0,0,0
SERAC1,0,0,0,0,0,0,0,0
SERBP1,0,0,0,0,0,0,0,0
SERF1A,0,0,0,0,0,0,0,0
SERF2,0,0,0,0,0,0,0,0
SERF2-C15ORF63,6,87,1068,179,311,436,928,220
SERGEF,0,0,0,0,0,1,0,0
SERHL,0,0,2,0,0,1,4,1
SERHL2,0,0,0,0,0,0,0,0
SERINC1,0,0,0,0,0,0,0,0
SERINC2,0,0,0,0,0,0,0,0
SERINC3,0,0,0,0,0,0,1,0
SERINC4,0,0,0,0,0,0,0,0
SERINC5,0,0,0,0,0,0,0,0
SERP1,0,0,0,0,0,0,0,0
SERP2,0,5,3,27,0,8,8,0
SERPINA1,0,0,1,12,0,0,2,0
SERPINA10,0,0,1,3,0,1,2,1
SERPINA11,0,0,0,0,0,0,0,0
SERPINA12,0,0,0,0,0,0,0,0
SERPINA13P,0,0,0,0,0,0,0,0
SERPINA3,0,0,4,4,9,0,5,1
SERPINA4,0,1,3,1,1,1,1,0
SERPINA5,0,0,0,0,0,0,0,0
SERPINA6,0,0,0,0,0,0,0,0
SERPINA7,0,0,0,0,0,0,0,0
SERPINA9,0,0,0,0,0,0,0,0
SERPINB1,0,0,0,0,0,0,0,0
SERPINB10,1,6,99,73,33,10,35,5
SERPINB11,11,57,243,98,120,257,177,117
SERPINB12,0,0,0,0,0,0,0,0
SERPINB13,2,0,15,19,14,10,18,3
SERPINB2,0,0,0,1,0,0,0,0
SERPINB3,0,0,0,6,0,0,0,0
SERPINB4,0,0,0,0,0,0,0,0
SERPINB5,0,0,0,0,0,0,0,0
SERPINB6,0,0,0,0,0,0,0,0
SERPINB7,0,0,0,0,0,0,0,0
SERPINB8,0,0,0,0,0,0,0,0
SERPINB9,0,0,0,0,0,0,0,0
SERPINC1,0,0,0,0,0,0,0,0
SERPIND1,0,0,0,2,0,0,0,0
SERPINE1,0,0,0,0,0,0,0,0
SERPINE2,0,0,0,0,0,0,0,0
SERPINE3,0,0,0,0,0,0,0,0
SERPINF1,0,0,0,0,0,0,0,0
SERPINF2,0,0,0,0,0,0,0,0
SERPINH1,0,0,0,0,0,0,0,0
SERPINI1,0,0,0,0,0,0,0,0
SERPINI2,0,0,0,0,0,0,0,0
SERTAD1,0,0,0,0,0,0,0,0
SERTAD2,0,0,0,0,0,0,0,0
SERTAD3,0,0,0,1,0,0,0,0
SERTAD4,0,0,0,0,0,0,0,0
SERTAD4-AS1,0,0,0,0,0,0,0,0
SERTM1,0,0,1,0,0,0,1,0
SESN1,1,0,0,2,0,0,0,0
SESN2,0,0,0,0,0,0,0,0
SESN3,0,0,0,0,0,0,0,0
SESTD1,0,0,0,0,0,0,0,0
SET,0,6,85,2,14,31,93,19
SETBP1,0,0,0,0,0,0,0,0
SETD1A,0,0,0,0,0,0,0,0
SETD1B,0,0,0,0,0,0,1,0
SETD2,2,1,33,12,18,34,37,18
SETD3,0,25,319,95,120,140,308,70
SETD4,0,0,0,1,0,0,0,0
SETD5,0,0,12,2,3,4,9,1
SETD5-AS1,0,2,10,1,1,3,13,2
SETD6,0,0,0,0,0,0,0,0
SETD7,0,0,0,0,0,0,0,0
SETD8,0,0,0,0,0,0,0,0
SETD9,0,0,0,0,0,0,0,0
SETDB1,0,0,0,0,0,0,0,0
SETDB2,0,8,8,1,1,13,6,5
SETMAR,0,0,0,0,0,0,0,0
SETX,0,0,0,0,0,0,0,0
SEZ6,0,0,0,0,0,0,0,0
SEZ6L,0,0,0,0,0,1,0,0
SEZ6L2,0,0,0,0,0,0,0,0
SF1,5,10,145,42,67,37,119,17
SF3A1,0,0,0,0,0,0,0,0
SF3A2,0,0,0,0,0,0,0,0
SF3A3,1,2,22,7,8,14,25,7
SF3B1,0,0,0,0,0,0,0,0
SF3B14,0,0,0,0,0,0,0,0
SF3B2,1,1,12,3,2,3,12,0
SF3B3,0,0,0,0,0,0,0,0
SF3B4,0,0,0,0,0,0,0,0
SF3B5,16,19,135,87,75,123,135,79
SFI1,0,0,0,0,0,0,0,0
SFMBT1,0,5,40,9,13,31,44,12
SFMBT2,0,0,0,0,0,0,0,0
SFN,0,0,0,0,0,0,0,0
SFPQ,0,0,0,0,0,0,0,0
SFR1,0,0,0,0,0,0,0,0
SFRP1,0,0,6,4,3,2,0,1
SFRP2,5,13,35,24,17,10,8,1
SFRP4,12,51,315,60,251,262,315,123
SFRP5,0,0,0,0,0,0,0,0
SFSWAP,0,0,0,0,0,0,0,0
SFT2D1,2,6,34,24,19,14,49,8
SFT2D2,0,0,0,0,0,0,0,0
SFT2D3,0,0,0,0,0,0,0,0
SFTA1P,0,0,0,0,0,0,0,0
SFTA2,1,1,29,17,18,8,36,3
SFTA3,0,0,0,0,0,0,0,0
SFTPA1,0,0,0,0,0,0,0,0
SFTPA2,0,0,1,11,0,0,0,0
SFTPB,0,0,0,0,0,0,0,0
SFTPC,0,1,0,0,0,0,0,0
SFTPD,0,0,0,0,0,0,0,0
SFXN1,0,0,0,0,0,0,0,0
SFXN2,0,1,1,1,0,2,3,0
SFXN3,0,0,0,0,0,0,0,0
SFXN4,0,0,0,0,0,0,0,0
SFXN5,0,0,0,0,0,0,0,0
SGCA,0,0,0,0,0,0,0,0
SGCB,0,0,0,0,0,0,0,0
SGCD,0,0,0,0,0,0,0,0
SGCE,0,1,23,3,2,12,29,2
SGIP1,0,0,0,0,0,0,0,0
SGK1,0,0,0,0,0,0,0,0
SGK110,0,0,0,0,0,0,0,0
SGK196,0,0,0,1,0,0,0,0
SGK2,0,0,2,1,2,1,2,0
SGK223,3,21,230,46,65,90,206,41
SGK3,0,3,5,2,2,1,3,2
SGK494,0,0,0,0,0,0,0,0
SGMS1,0,0,1,0,0,0,0,0
SGMS2,0,0,0,0,0,0,1,1
SGOL1,0,0,0,0,0,0,0,0
SGOL1-AS1,0,0,0,0,0,0,0,0
SGOL2,0,1,13,6,6,4,2,1
SGPL1,3,21,183,83,118,51,125,18
SGPP1,2,0,1,2,0,0,0,0
SGPP2,0,0,0,0,0,0,0,0
SGSH,2,2,18,11,12,21,10,3
SGSM1,1,0,0,0,0,3,1,0
SGSM2,73,500,1144,282,601,848,1182,439
SGSM3,0,0,0,0,0,0,0,0
SGTA,0,0,0,0,0,0,0,0
SGTB,0,0,0,0,0,0,0,0
SH2B1,0,0,0,1,0,0,0,0
SH2B2,0,0,0,11,0,1,0,0
SH2B3,0,0,0,0,0,0,0,0
SH2D1A,3,3,42,46,16,41,43,10
SH2D1B,0,0,0,0,0,0,0,0
SH2D2A,0,0,0,1,0,2,1,0
SH2D3A,1,0,17,3,1,16,15,4
SH2D3C,0,0,12,7,1,6,14,1
SH2D4A,120,178,2164,1697,1229,1190,1253,640
SH2D4B,0,2,7,15,3,4,8,1
SH2D5,0,0,24,27,7,5,5,11
SH2D6,0,0,4,8,0,0,1,0
SH2D7,1287,2690,8378,7432,4647,7848,4194,3879
SH3BGR,0,3,9,6,2,21,12,2
SH3BGRL,23,39,390,189,163,238,387,91
SH3BGRL2,359,259,1776,1110,1206,2028,1798,956
SH3BGRL3,1519,3097,11402,8263,5745,6048,4186,2743
SH3BP1,52,460,2107,758,1092,1610,1533,844
SH3BP2,0,0,0,0,0,0,0,0
SH3BP4,0,0,0,12,0,2,1,0
SH3BP5,1816,2440,6387,6781,3288,4627,2762,1988
SH3BP5-AS1,0,1,29,21,11,6,19,5
SH3BP5L,230,2087,6380,2730,3243,2199,3515,970
SH3D19,0,1,29,6,14,5,25,1
SH3D21,0,0,0,0,0,0,0,0
SH3GL1,7,89,5761,693,1557,1950,5193,1051
SH3GL1P1,0,0,0,0,0,0,0,0
SH3GL1P2,0,0,0,0,0,0,0,0
SH3GL2,0,0,0,0,0,0,0,0
SH3GL3,0,0,0,10,1,0,0,0
SH3GLB1,2,3,48,37,38,25,35,3
SH3GLB2,0,0,0,1,0,0,0,0
SH3KBP1,0,0,0,0,0,0,0,0
SH3PXD2A,8,34,1331,241,395,792,1431,397
SH3PXD2A-AS1,0,0,0,0,0,0,0,0
SH3PXD2B,0,0,0,0,0,0,1,0
SH3RF1,0,0,0,0,0,1,1,0
SH3RF2,0,0,0,15,0,0,0,0
SH3RF3,0,0,0,6,0,0,0,0
SH3RF3-AS1,0,0,0,0,0,0,0,0
SH3TC1,0,0,1,2,0,23,0,18
SH3TC2,0,0,0,0,0,0,0,2
SH3YL1,118,555,5865,2283,3147,3287,4625,1562
SHANK1,7,6,31,32,36,29,59,16
SHANK2,130,320,2513,963,1607,2078,3031,1062
SHANK2-AS1,0,0,0,0,0,0,0,0
SHANK2-AS3,0,0,0,2,0,0,0,0
SHANK3,0,0,0,24,0,1,0,0
SHARPIN,0,0,0,0,0,0,0,0
SHB,0,0,1,0,2,0,1,0
SHBG,0,0,1,0,0,0,2,0
SHC1,1,0,22,11,8,10,10,4
SHC2,0,0,0,0,2,0,1,0
SHC3,7,1,1,1,2,1,6,0
SHC4,0,1,5,12,7,8,11,11
SHCBP1,102,65,1821,1171,1166,700,1179,312
SHCBP1L,0,0,2,0,3,0,4,0
SHD,0,0,7,1,3,2,2,1
SHE,0,0,5,0,2,0,4,0
SHF,0,0,1,0,0,1,1,0
SHFM1,0,0,1,3,1,2,4,1
SHH,0,0,8,10,6,1,6,2
SHISA2,0,0,0,0,0,0,0,0
SHISA3,0,0,0,16,0,0,1,0
SHISA4,0,0,0,6,0,0,0,0
SHISA5,0,0,1,0,0,1,1,0
SHISA6,0,0,0,0,0,0,0,0
SHISA7,0,0,0,14,0,0,0,0
SHISA8,0,0,0,1,0,0,0,0
SHISA9,37,74,740,461,459,422,487,177
SHKBP1,0,0,2,4,4,2,5,1
SHMT1,0,0,1,24,1,4,1,1
SHMT2,0,0,0,5,0,0,0,0
SHOC2,0,0,0,0,2,0,0,0
SHOX,0,0,14,28,5,3,10,2
SHOX2,0,0,0,4,0,0,0,0
SHPK,0,0,0,4,0,0,0,0
SHPRH,4,79,491,243,275,165,302,66
SHQ1,0,0,0,0,0,0,0,0
SHROOM1,0,0,0,0,0,0,0,0
SHROOM2,0,0,0,0,0,0,0,0
SHROOM3,0,0,8,0,2,1,5,0
SHROOM4,0,0,0,1,0,0,0,0
SI,0,0,0,1,0,0,1,0
SIAE,0,0,0,0,0,0,0,0
SIAH1,0,0,0,7,0,0,0,0
SIAH2,0,0,0,0,0,0,0,0
SIAH3,0,0,1,32,1,5,2,2
SIDT1,1,1,35,37,15,31,18,10
SIDT2,0,0,1,0,0,0,2,1
SIGIRR,159,427,2659,1279,1960,2278,2515,1267
SIGLEC1,155,474,5411,2153,3099,3022,4614,1258
SIGLEC10,0,0,1,0,0,1,4,0
SIGLEC11,3,0,20,22,6,21,15,3
SIGLEC12,0,0,5,0,1,2,0,2
SIGLEC14,0,0,0,1,0,0,1,0
SIGLEC15,0,0,0,0,0,0,0,0
SIGLEC16,0,0,0,16,0,0,0,0
SIGLEC17P,0,0,0,0,0,0,0,0
SIGLEC5,0,0,1,4,0,1,0,0
SIGLEC6,10,7,64,86,56,32,54,26
SIGLEC7,0,0,2,10,2,3,2,1
SIGLEC8,0,0,3,0,0,0,0,0
SIGLEC9,0,0,1,1,3,1,3,1
SIGMAR1,0,0,0,3,0,0,0,0
SIK1,0,0,1,0,0,3,0,0
SIK2,0,0,0,1,0,0,0,0
SIK3,0,0,0,1,0,0,0,1
SIKE1,24,315,410,198,239,1038,300,680
SIL1,0,0,4,0,0,0,0,0
SIM1,0,0,0,0,0,0,0,0
SIM2,0,0,0,0,0,0,0,0
SIMC1,0,2,7,12,4,10,1,4
SIN3A,0,0,0,0,0,0,0,0
SIN3B,0,0,55,14,15,19,43,4
SIPA1,1,1,0,1,2,8,0,11
SIPA1L1,0,0,0,0,0,0,0,0
SIPA1L2,0,0,2,7,0,1,2,0
SIPA1L3,0,0,0,0,0,0,0,0
SIRPA,200,510,4207,1618,2073,3098,3014,1602
SIRPB1,0,0,0,1,0,3,0,0
SIRPB2,4152,5698,22350,15917,14177,17062,13995,7807
SIRPD,61,102,662,363,363,349,560,156
SIRPG,4,2,17,3,3,9,11,3
SIRT1,0,0,13,1,7,3,1,0
SIRT2,16,216,411,123,227,604,231,305
SIRT3,0,0,0,0,0,0,0,0
SIRT4,0,0,0,0,0,0,0,0
SIRT5,123,619,5142,1799,2323,1423,3364,264
SIRT6,0,0,0,0,0,1,0,0
SIRT7,0,0,19,8,9,2,5,0
SIT1,0,0,1,0,1,0,1,0
SIVA1,0,0,4,20,2,3,2,1
SIX1,0,0,0,0,0,0,0,0
SIX2,0,1,41,23,21,11,21,6
SIX3,0,0,2,11,8,5,4,4
SIX4,1,5,548,204,258,33,283,25
SIX5,0,0,0,0,0,0,0,0
SIX6,0,0,7,20,3,0,5,1
SKA1,0,0,0,0,1,0,0,0
SKA2,0,0,5,16,0,0,0,0
SKA3,0,0,0,29,0,1,1,1
SKAP1,10,54,328,136,228,315,211,132
SKAP2,69,748,2904,448,1203,4356,2050,2494
SKI,0,0,0,0,0,0,0,0
SKIDA1,209,1223,15437,10545,3662,2772,6175,976
SKIL,3,38,186,40,81,77,93,45
SKIV2L,0,0,0,0,0,0,0,0
SKIV2L2,0,0,6,3,5,5,7,3
SKOR1,0,4,5,31,4,7,4,8
SKOR2,346,862,4291,2412,1979,1486,2270,538
SKP1,256,1057,10300,4984,5511,3391,5873,1610
SKP1P2,117,1443,4186,1389,2011,2087,2387,1125
SKP2,0,0,12,11,1,3,8,0
SLA,0,0,8,0,0,0,3,0
SLA2,21,188,1131,620,534,288,448,116
SLAIN1,2,1,2,11,5,1,4,0
SLAIN2,0,0,12,10,7,8,10,6
SLAMF1,92,141,819,485,465,525,666,211
SLAMF6,2,3,32,20,22,21,33,14
SLAMF7,86,396,2149,1304,974,875,962,380
SLAMF8,0,0,0,5,2,1,0,1
SLAMF9,84,527,3815,1433,1706,1216,3552,248
SLBP,0,0,3,23,0,0,0,0
SLC10A1,0,0,7,14,0,1,3,3
SLC10A2,0,0,0,0,0,1,0,0
SLC10A3,3,18,1446,275,358,429,1700,149
SLC10A4,162,536,3598,2131,1864,931,1689,211
SLC10A5,253,1852,6795,3319,3696,5434,3874,2851
SLC10A6,0,0,6,1,2,2,3,0
SLC10A7,20,57,182,119,86,77,114,32
SLC11A1,91,287,1432,1053,749,820,801,389
SLC11A2,11,63,445,116,218,546,270,259
SLC12A1,704,2264,4952,2908,2568,3988,2532,1993
SLC12A2,0,0,5,1,0,0,2,2
SLC12A3,122,533,1134,846,853,921,683,498
SLC12A4,60,81,765,571,344,254,386,123
SLC12A5,1422,25936,35420,14844,18700,30805,14265,15863
SLC12A6,18,140,99,38,57,158,55,109
SLC12A7,0,1,3,0,0,1,2,0
SLC12A8,0,0,0,0,1,0,2,0
SLC12A9,70,943,1570,518,864,2428,922,1366
SLC13A1,3,15,46,39,13,25,24,19
SLC13A4,15,86,2556,993,1116,230,956,96
SLC13A5,13,15,24,27,15,14,12,13
SLC14A1,82,365,630,294,266,432,220,146
SLC14A2,88,867,4731,1406,2312,3329,3501,1598
SLC15A1,0,0,1,3,0,4,2,4
SLC15A2,0,0,3,11,2,3,6,3
SLC15A3,0,4,9,1,1,9,7,3
